word,sentiment_eng
azul,sadness
babear,disgust
babosa,disgust
babosa,negative
baboso,disgust
baboso,negative
babuino,disgust
babuino,negative
bachillerato,positive
bacteria,disgust
bacteria,fear
bacteria,negative
bacterias,disgust
bacterias,fear
bacterias,negative
bacterias,sadness
bala,fear
bala,negative
balada,positive
balbucear,negative
balbuceo,negative
ballet,positive
baloncesto,anticipation
baloncesto,joy
baloncesto,positive
bálsamo,anticipation
bálsamo,joy
bálsamo,negative
bálsamo,positive
bálsamo,positive
bancarrota,anger
bancarrota,disgust
bancarrota,fear
bancarrota,negative
bancarrota,sadness
banco,trust
bandera,positive
bandida,negative
bandido,negative
banquero,trust
banquete,anticipation
banquete,joy
banquete,positive
banshee,anger
banshee,disgust
banshee,fear
banshee,negative
banshee,sadness
bañera,positive
baño,disgust
baño,negative
barato,negative
barato,positive
barbarie,negative
bárbaro,fear
bárbaro,negative
bárbaro,anger
bárbaro,disgust
bárbaro,fear
bárbaro,negative
barbecho,negative
barda,positive
bardo,positive
barman,trust
barra,fear
barra,positive
barra,trust
barra oblicua,anger
barranco,fear
barrera,anger
barrera,negative
barricada,fear
barricada,negative
barrio,anticipation
barrio bajo,disgust
barrio bajo,negative
barro,negative
base,trust
base,positive
base,trust
bastante,positive
bastante,trust
bastarda,disgust
bastarda,negative
bastarda,sadness
bastardo,disgust
bastardo,negative
bastardo,sadness
bastión,anger
bastión,positive
basura,disgust
basura,negative
basura,negative
basura,disgust
basura,negative
basura,disgust
basura,negative
basura,sadness
basurero,negative
batalla,anger
batalla,negative
batallón,anger
batea,anticipation
batería,anger
batería,negative
bautismal,joy
bautismal,positive
bautismo,positive
bayoneta,anger
bayoneta,fear
bayoneta,negative
bebé,joy
bebé,positive
bebida,positive
bebida,negative
bebida alcohólica,negative
beca,trust
beca,joy
beca,positive
becerro,joy
becerro,positive
becerro,trust
belicoso,anger
belicoso,fear
belicoso,negative
beligerante,anger
beligerante,fear
beligerante,negative
belleza,joy
belleza,positive
bendecir,anticipation
bendecir,joy
bendecir,positive
bendecir,trust
bendición,anticipation
bendición,joy
bendición,positive
bendición,trust
bendición,positive
bendición,joy
bendición,positive
bendición,surprise
bendiciones,anticipation
bendiciones,joy
bendiciones,positive
bendiciones,surprise
bendiciones,trust
bendito,joy
bendito,positive
benefactor,positive
benefactor,trust
beneficio,positive
beneficioso,positive
benevolencia,joy
benevolencia,positive
benevolencia,trust
benigno,joy
benigno,positive
beso,anticipation
beso,joy
beso,positive
beso,surprise
bestia,anger
bestia,fear
bestia,negative
bestial,disgust
bestial,fear
bestial,negative
bestial,disgust
bestial,fear
bestial,negative
bíblico,positive
biblioteca,positive
bicho raro,fear
bicho raro,negative
bien proporcionada,positive
bien proporcionado,positive
bienal,anticipation
bienes,positive
bienes,positive
bienvenida,joy
bienvenida,positive
bienvenido,joy
bienvenido,positive
bilingüe,positive
bilis,anger
bilis,disgust
bilis,negative
biopsia,fear
biopsia,negative
bis,positive
bisturí,fear
bisturí,negative
blanco,anticipation
blanco,joy
blanco,positive
blanco,trust
blancura,joy
blancura,positive
blasfemia,anger
blasfemia,negative
blasfemia,anger
blasfemia,negative
blasfemo,anger
blasfemo,disgust
blasfemo,negative
blindada,fear
blindado,fear
bloqueo,anger
bloqueo,fear
bloqueo,negative
bloqueo,sadness
blues,fear
blues,negative
blues,sadness
bluff,negative
bobo,negative
boca,surprise
bocada,negative
bocada,disgust
bocado,negative
bocado,disgust
bochornoso,positive
bofetada,anger
bofetada,negative
bofetada,surprise
boicotear,negative
bola de fuego,positive
bomba,anger
bomba,fear
bomba,negative
bomba,sadness
bomba,surprise
bombardeada,disgust
bombardeada,negative
bombardeado,disgust
bombardeado,negative
bombardear,anger
bombardear,fear
bombardear,negative
bombardeo,anger
bombardeo,fear
bombardeo,negative
bombardeo,fear
bombardeo,sadness
bombardeo aéreo,surprise
bombero,trust
bonanza,joy
bonanza,positive
bondad,anticipation
bondad,joy
bondad,positive
bondad,surprise
bondad,trust
bonita,anticipation
bonita,joy
bonita,positive
bonita,trust
bonne,positive
borde,anticipation
borde,fear
borde,negative
borracho,disgust
borracho,negative
borrada,anger
borrada,fear
borrada,negative
borrado,anger
borrado,fear
borrado,negative
borrador,anticipation
borrar,fear
borrar,negative
borroso,negative
bostezando,negative
bostezo,negative
bote,anticipation
bote,joy
bote,positive
bote,surprise
botín,negative
bovino,disgust
bovino,negative
boxeo,anger
boya,positive
bozal,fear
bozal,negative
bragas,trust
braguero,trust
brandy,negative
bravata,negative
brecha,negative
bribón,anger
bribón,disgust
bribón,fear
bribón,negative
brida,trust
brigada,fear
brigada,negative
brillante,anticipation
brillante,joy
brillante,positive
brillante,trust
brillante,positive
brillante,anticipation
brillante,joy
brillante,positive
brillar,anticipation
brillar,joy
brillar,positive
brillar,trust
brillar,positive
brillar,anticipation
brillar,joy
brillar,positive
brillar,surprise
brillo,positive
brillo,positive
brindis,joy
brindis,positive
brío,positive
brío,positive
brocada,positive
brocado,positive
broma,joy
broma,positive
broma,surprise
broma,negative
broma,negative
broma,surprise
bromas,positive
bromista,joy
bromista,positive
bromista,surprise
bronceada,positive
bronceado,positive
brujo,disgust
brujo,fear
brujo,negative
brujo,anger
brujo,disgust
brujo,fear
brujo,negative
bruja,disgust
bruja,fear
bruja,negative
bruja,anger
bruja,disgust
bruja,fear
bruja,negative
brujería,anticipation
brujería,fear
brujería,negative
brujería,surprise
brujería,anger
brujería,fear
brujería,negative
brujería,sadness
brujo,fear
brújula,trust
brusco,anger
brusco,disgust
brusco,negative
brutal,anger
brutal,fear
brutal,negative
brutalidad,anger
brutalidad,fear
brutalidad,negative
bruto,anger
bruto,fear
bruto,negative
bruto,sadness
bruto,disgust
bruto,negative
buena voluntad,positive
buen,anticipation
buen,joy
buen,positive
buen,surprise
buen,trust
buena,anticipation
buena,joy
buena,positive
buena,surprise
buena,trust
buenas,anticipation
buenas,joy
buenas,positive
buenas,surprise
buenas,trust
decente,positive
bueno,anticipation
bueno,joy
bueno,positive
bueno,surprise
bueno,trust
buenos,anticipation
buenos,joy
buenos,positive
buenos,surprise
buenos,trust
buffet,anger
buffet,negative
bufida,sadness
bufido,sadness
bugle,anticipation
buitre,disgust
buitre,fear
buitre,negative
bulboso,negative
buldog,positive
bullicioso,anger
bullicioso,anticipation
bullicioso,joy
bullicioso,negative
bullicioso,positive
bulto,negative
bumerang,anticipation
bumerang,trust
búnker,fear
buque insignia,trust
burdel,disgust
burdel,negative
burke,anger
burke,disgust
burke,fear
burke,negative
burke,sadness
burla,negative
burla,positive
burla,anger
burla,disgust
burla,negative
burla,anger
burla,disgust
burla,negative
burla,anger
burla,disgust
burla,negative
burlas,disgust
burlas,negative
burlas,anger
burlas,fear
burlas,negative
burlesco,surprise
burlón,anger
burlón,disgust
burlón,negative
burlón,sadness
burocracia,negative
burocracia,trust
burócrata,disgust
burócrata,negative
burro,disgust
burro,negative
buscar,anticipation
buscar a tientas,negative
búsqueda,anticipation
búsqueda,positive
cábala,fear
cábala,negative
caballería,positive
caballero,anger
caballero,disgust
caballero,fear
caballero,negative
caballero,positive
caballo,trust
cabestro,anger
cabestro,fear
cabestro,negative
cabestro,sadness
cabildero,negative
cable,surprise
cacofonía,anger
cacofonía,disgust
cacofonía,negative
cadáver,disgust
cadáver,fear
cadáver,negative
cadáver,sadness
cadáver,surprise
cadáver,disgust
cadáver,negative
cadáver,sadness
café,positive
caída,fear
caída,negative
caída,sadness
caída,negative
caída,negative
caído,negative
cajero,trust
calambre,anticipation
calambre,negative
calamidad,sadness
calculador,negative
calculadora,positive
calculadora,trust
cálculo,anticipation
calibrar,trust
caliente,anger
calificada,positive
calificada,trust
calificado,positive
calificado,trust
calificativo,positive
calina,fear
calina,negative
callejear,disgust
callejear,negative
calloso,anger
calloso,disgust
calloso,negative
calma,positive
calma,positive
calma,anticipation
calmante,joy
calmante,positive
calmante,trust
calmar,positive
calmar,negative
calmar,positive
calumnia,anger
calumnia,disgust
calumnia,negative
calumnia,anger
calumnia,disgust
calumnia,negative
calumnia,sadness
camada,negative
camarada,positive
camarada,trust
cambiable,anticipation
cambiable,surprise
cambio,fear
camilla,fear
camilla,sadness
camión,trust
campanero,anger
campanero,negative
campeón,anticipation
campeón,joy
campeón,positive
campeón,trust
campo de batalla,fear
campo de batalla,negative
camuflada,surprise
camuflado,surprise
camuflaje,surprise
canal,disgust
canalla,anger
canalla,disgust
canalla,negative
canalla,anger
canalla,disgust
canalla,fear
canalla,negative
canalla,disgust
canalla,negative
canario,positive
cancelar,negative
cancelar,sadness
cáncer,anger
cáncer,disgust
cáncer,fear
cáncer,negative
cáncer,sadness
canciller,trust
cancioneta,joy
cancioneta,positive
candidato,positive
canguelo,negative
canguelo,sadness
caníbal,disgust
caníbal,fear
caníbal,negative
canibalismo,disgust
canibalismo,negative
canones,trust
canoso,negative
canoso,sadness
cansada,negative
cansada,negative
cansada,negative
cansada,sadness
cansada,negative
cansada,sadness
cansado,negative
cansado,negative
cansado,negative
cansado,sadness
cansado,negative
cansado,sadness
cansancio,negative
cansancio,negative
cansancio,sadness
canta,anticipation
canta,joy
canta,positive
canta,sadness
canta,trust
canto,anger
canto,anticipation
canto,joy
canto,positive
canto,surprise
caña,anger
caña,fear
caña,fear
cañón,anger
cañón,fear
cañón,negative
caos,anger
caos,fear
caos,negative
caos,sadness
caótico,anger
caótico,negative
capa,positive
capacidad,positive
capataz,positive
capellán,trust
capitalista,positive
capitán,positive
capricho,anticipation
capricho,joy
capricho,negative
capricho,surprise
caprichoso,joy
captura,surprise
capturar,negative
capucha,anger
capucha,disgust
capucha,fear
capucha,negative
característica,positive
carcaj,fear
carcaj,negative
cárcel,negative
cárcel,fear
cárcel,negative
cárcel,sadness
cárcel,fear
cárcel,negative
cárcel,sadness
carcinoma,fear
carcinoma,negative
carcinoma,sadness
carente,negative
carga,negative
cargada,negative
cargada,negative
cargado,negative
cargado,negative
cargador,positive
caricatura,negative
caricia,positive
caridad,joy
caridad,positive
caries,disgust
caries,negative
cariño,joy
cariño,positive
cariño,positive
caritativo,anticipation
caritativo,joy
caritativo,positive
caritativo,trust
carnal,negative
carne,disgust
carnicería,anger
carnicería,disgust
carnicería,fear
carnicería,negative
carnicería,sadness
carnicería,surprise
carnicero,anger
carnicero,disgust
carnicero,fear
carnicero,negative
carnívoro,fear
carnívoro,negative
carnoso,negative
carrera,anticipation
carrera,positive
carrera,fear
carrera,negative
carrera,sadness
carretilla,disgust
carril,anger
carril,anticipation
carril,negative
carta,anticipation
cartel,negative
cartel,surprise
cartucho,fear
casa,positive
casamentero,anticipation
casar,anticipation
casar,fear
casar,joy
casar,positive
casar,surprise
casar,trust
cascada,positive
cáscara,anger
cáscara,fear
cáscara,negative
cáscara,sadness
cáscara,surprise
casco,fear
casco,positive
casco,disgust
caso,fear
caso,negative
caso,sadness
caspa,negative
casta,negative
castidad,anticipation
castidad,positive
castidad,trust
castigada,anger
castigada,anticipation
castigada,disgust
castigada,fear
castigada,negative
castigada,sadness
castigado,anger
castigado,anticipation
castigado,disgust
castigado,fear
castigado,negative
castigado,sadness
castigar,fear
castigar,negative
castigo,negative
castigo,anger
castigo,disgust
castigo,fear
castigo,negative
casucha,negative
catarata,anticipation
catarata,fear
catarata,negative
catarata,sadness
catártico,positive
catástrofe,anger
catástrofe,disgust
catástrofe,fear
catástrofe,negative
catástrofe,sadness
catástrofe,surprise
catecismo,disgust
cátedra,trust
catedral,joy
catedral,positive
catedral,trust
categórico,positive
catéter,negative
cautelosamente,fear
cautelosamente,positive
cauteloso,anticipation
cauteloso,fear
cauteloso,positive
cauteloso,trust
cauteloso,anticipation
cauteloso,fear
cauteloso,negative
cauteloso,surprise
cauteloso,fear
cautivador,positive
cautivar,anticipation
cautivar,joy
cautivar,positive
cautivar,surprise
cautivar,trust
cautiverio,negative
cautiverio,negative
cautiverio,sadness
cautivo,fear
cautivo,negative
cautivo,sadness
cayó,negative
cayó,sadness
caza,anger
caza,anticipation
caza,fear
caza,negative
caza de liebres,negative
caza furtiva,anger
caza furtiva,disgust
caza furtiva,fear
caza furtiva,negative
caza furtiva,sadness
cazador,anticipation
cazador,fear
cazador,negative
cazador,sadness
cebador,positive
cebador,trust
cebo,fear
cebo,negative
cebo,trust
ceder,negative
ceder,negative
cegada,negative
cegado,negative
ceguera,negative
ceguera,sadness
celebracion,anticipation
celebracion,joy
celebracion,positive
celebracion,surprise
celebracion,trust
celebrada,anticipation
celebrada,joy
celebrada,positive
celebrado,anticipation
celebrado,joy
celebrado,positive
celebrando,anticipation
celebrando,joy
celebrando,positive
célebre,positive
celebridad,anger
celebridad,anticipation
celebridad,disgust
celebridad,joy
celebridad,negative
celebridad,positive
celebridad,surprise
celebridad,trust
celestial,anticipation
celestial,joy
celestial,positive
celestial,anticipation
celestial,joy
celestial,positive
celestial,trust
celo,anticipation
celo,joy
celo,positive
celo,surprise
celo,trust
celos,anger
celos,disgust
celos,fear
celos,negative
celos,sadness
celoso,anger
celoso,disgust
celoso,negative
celoso,joy
celoso,positive
celoso,trust
cementerio,fear
cementerio,negative
cementerio,sadness
cemento,anticipation
cemento,trust
cena,positive
cenagal,disgust
cenagal,negative
ceniza,negative
censura,negative
censurar,anger
censurar,disgust
censurar,fear
censurar,negative
censurar,trust
centelleo,anticipation
centelleo,joy
centelleo,positive
centinela,positive
centinela,trust
centinela,trust
centrar,positive
centrar,trust
centurión,positive
ceñuda,anger
ceñuda,disgust
ceñuda,negative
ceñuda,sadness
ceñudo,anger
ceñudo,disgust
ceñudo,negative
ceñudo,sadness
cepo,negative
cercada,anger
cercado,anger
cercanía,joy
cercanía,positive
cercanía,trust
cerda,negative
cerda,disgust
cerda,negative
cerda,disgust
cerda,negative
cerdo,disgust
cerdo,negative
cerdo,disgust
cerdo,negative
cerebral,positive
ceremonia,joy
ceremonia,positive
