NOMBRE;APELLIDOS;LEGISLATURA;FECHAINICIOLEGISLATURA;FECHAFINLEGISLATURA;LEGISLATURAACTUAL
Pablo;Arangüena Fernández;Leg. XIV;03/12/2019;17/08/2023;N
Rogelio;Araújo Gil;Leg. X;13/12/2011;13/01/2016;N
Gemma;Araujo Morales;Leg. XIV;03/12/2019;17/08/2023;N
José Luis de;Arce Martínez;Leg. I;23/03/1979;18/11/1982;N
Juana;Arce Molina;Leg. I;23/03/1979;18/11/1982;N
María Pilar;Ardanza Uribarren;Leg. XI;13/01/2016;19/07/2016;N
José María de;Areilza y Martínez de Rodas;Leg. I;23/03/1979;18/11/1982;N
Francisco Javier;Arenas Bocanegra;Leg. IV;21/11/1989;29/06/1993;N
Francisco Javier;Arenas Bocanegra;Leg. V;29/06/1993;27/03/1996;N
Francisco Javier;Arenas Bocanegra;Leg. VII;05/04/2000;02/04/2004;N
Francisco Javier;Arenas Bocanegra;Leg. VIII;02/04/2004;01/04/2008;N
María de la O;Ares Martínez-Fortún;Leg. X;13/12/2011;13/01/2016;N
María del Mar;Arévalo Araya;Leg. VII;05/04/2000;02/04/2004;N
María Teresa;Arévalo Caraballo;Leg. XII;19/07/2016;21/05/2019;N
Alvaro;Argany Fajardo;Leg. IV;21/11/1989;29/06/1993;N
Trinidad Carmen;Argota Castro;Leg. XV;17/08/2023;;S
Silverio;Argüelles García;Leg. XV;17/08/2023;;S
Miguel;Arias Cañete;Leg. VIII;02/04/2004;01/04/2008;N
Miguel;Arias Cañete;Leg. IX;01/04/2008;13/12/2011;N
Miguel;Arias Cañete;Leg. X;13/12/2011;13/01/2016;N
Raquel;Arias Rodríguez;Leg. IX;01/04/2008;13/12/2011;N
Rafael;Arias-Salgado Montalvo;Leg. Const.;14/07/1977;23/03/1979;N
Rafael;Arias-Salgado Montalvo;Leg. I;23/03/1979;18/11/1982;N
Rafael;Arias-Salgado Montalvo;Leg. IV;21/11/1989;29/06/1993;N
Rafael;Arias-Salgado Montalvo;Leg. V;29/06/1993;27/03/1996;N
Rafael;Arias-Salgado Montalvo;Leg. VI;27/03/1996;05/04/2000;N
Rafael;Arias-Salgado Montalvo;Leg. VII;05/04/2000;02/04/2004;N
Gaspar;Ariño Ortiz;Leg. IV;21/11/1989;29/06/1993;N
Gustavo Manuel de;Arístegui y San Román;Leg. VII;05/04/2000;02/04/2004;N
Gustavo Manuel de;Arístegui y San Román;Leg. VIII;02/04/2004;01/04/2008;N
Gustavo Manuel de;Arístegui y San Román;Leg. IX;01/04/2008;13/12/2011;N
Fernando;Aristizábal Recarte;Leg. I;23/03/1979;18/11/1982;N
Maite;Ariztegui Larrañaga;Leg. X;13/12/2011;13/01/2016;N
Blanca;Armario González;Leg. XV;17/08/2023;;S
Erasmo Juan Manuel;Armas Dárias;Leg. VIII;02/04/2004;01/04/2008;N
Mª Antonia de;Armengol Criado;Leg. VIII;02/04/2004;01/04/2008;N
Francina;Armengol Socias;Leg. XV;17/08/2023;;S
Joan Josep;Armet Coma;Leg. IV;21/11/1989;29/06/1993;N
Joan Josep;Armet Coma;Leg. V;29/06/1993;27/03/1996;N
María del Mar;Arnaiz García;Leg. VIII;02/04/2004;01/04/2008;N
María del Mar;Arnaiz García;Leg. IX;01/04/2008;13/12/2011;N
María del Mar;Arnaiz García;Leg. X;13/12/2011;13/01/2016;N
Mario;Arnaldos Carreño;Leg. Const.;14/07/1977;23/03/1979;N
José;Arnau Figuerola;Leg. I;23/03/1979;18/11/1982;N
Francisco;Arnau Navarro;Leg. II;18/11/1982;15/07/1986;N
Francisco;Arnau Navarro;Leg. III;15/07/1986;21/11/1989;N
Francisco;Arnau Navarro;Leg. IV;21/11/1989;29/06/1993;N
Francisco;Arnau Navarro;Leg. V;29/06/1993;27/03/1996;N
Francisco;Arnau Navarro;Leg. VI;27/03/1996;05/04/2000;N
Alfredo Francisco Javier;Arola Blanquet;Leg. VII;05/04/2000;02/04/2004;N
Alfredo Francisco Javier;Arola Blanquet;Leg. VIII;02/04/2004;01/04/2008;N
Alfredo Francisco Javier;Arola Blanquet;Leg. IX;01/04/2008;13/12/2011;N
Mercedes;Aroz Ibáñez;Leg. III;15/07/1986;21/11/1989;N
Mercedes;Aroz Ibáñez;Leg. IV;21/11/1989;29/06/1993;N
Mercedes;Aroz Ibáñez;Leg. V;29/06/1993;27/03/1996;N
Mercedes;Aroz Ibáñez;Leg. VI;27/03/1996;05/04/2000;N
Manuel;Arqueros Orozco;Leg. IV;21/11/1989;29/06/1993;N
Manuel;Arqueros Orozco;Leg. V;29/06/1993;27/03/1996;N
Manuel;Arqueros Orozco;Leg. VI;27/03/1996;05/04/2000;N
Miguel Angel;Arredonda Crecente;Leg. I;23/03/1979;18/11/1982;N
Elías;Arribas Aragonés;Leg. VIII;02/04/2004;01/04/2008;N
Manuel;Arribas Maroto;Leg. XIV;03/12/2019;17/08/2023;N
Manuel;Arribas Maroto;Leg. XV;17/08/2023;;S
Inés;Arrimadas García;Leg. XIII;21/05/2019;03/12/2019;N
Inés;Arrimadas García;Leg. XIV;03/12/2019;17/08/2023;N
Pedro;Arrojo Agudo;Leg. XI;13/01/2016;19/07/2016;N
Pedro;Arrojo Agudo;Leg. XII;19/07/2016;21/05/2019;N
Marisa;Arrúe Bergareche;Leg. VII;05/04/2000;02/04/2004;N
Marisa;Arrúe Bergareche;Leg. VIII;02/04/2004;01/04/2008;N
María Dolores;Arteaga Espinosa de los Monteros;Leg. XIII;21/05/2019;03/12/2019;N
Carmelo;Artiles Bolaños;Leg. V;29/06/1993;27/03/1996;N
Xabier;Arzálluz Antía;Leg. Const.;14/07/1977;23/03/1979;N
Xabier;Arzálluz Antía;Leg. I;23/03/1979;18/11/1982;N
Alberto;Asarta Cuevas;Leg. XIV;03/12/2019;17/08/2023;N
Alberto;Asarta Cuevas;Leg. XV;17/08/2023;;S
José Luis;Asenjo Díaz;Leg. II;18/11/1982;15/07/1986;N
José Luis;Asenjo Díaz;Leg. VII;05/04/2000;02/04/2004;N
Jaume;Asens Llodrà;Leg. XIII;21/05/2019;03/12/2019;N
Jaume;Asens Llodrà;Leg. XIV;03/12/2019;17/08/2023;N
Matilde Pastora;Asian González;Leg. X;13/12/2011;13/01/2016;N
Matilde Pastora;Asian González;Leg. XI;13/01/2016;19/07/2016;N
Matilde Pastora;Asian González;Leg. XII;19/07/2016;21/05/2019;N
Juan Miguel;Asperilla Sánchez;Leg. II;18/11/1982;15/07/1986;N
Ignacio;Astarloa Huarte-Mendicoa;Leg. VIII;02/04/2004;01/04/2008;N
Ignacio;Astarloa Huarte-Mendicoa;Leg. IX;01/04/2008;13/12/2011;N
Ignacio;Astarloa Huarte-Mendicoa;Leg. X;13/12/2011;13/01/2016;N
Jesús Ignacio;Astrain Lasa;Leg. Const.;14/07/1977;23/03/1979;N
Antoni;Asunción Hernández;Leg. V;29/06/1993;27/03/1996;N
Manuel;Atencia Robledo;Leg. VII;05/04/2000;02/04/2004;N
Manuel;Atencia Robledo;Leg. VIII;02/04/2004;01/04/2008;N
María Josep;Atienza i Guerrero;Leg. VI;27/03/1996;05/04/2000;N
Emilio;Attard Alonso;Leg. Const.;14/07/1977;23/03/1979;N
Emilio;Attard Alonso;Leg. I;23/03/1979;18/11/1982;N
Kepa;Aulestia Urrutia;Leg. III;15/07/1986;21/11/1989;N
Andrés José;Ayala Sánchez;Leg. VII;05/04/2000;02/04/2004;N
Andrés José;Ayala Sánchez;Leg. VIII;02/04/2004;01/04/2008;N
Andrés José;Ayala Sánchez;Leg. IX;01/04/2008;13/12/2011;N
Andrés José;Ayala Sánchez;Leg. X;13/12/2011;13/01/2016;N
Andrés José;Ayala Sánchez;Leg. XI;13/01/2016;19/07/2016;N
José Luis;Ayllón Manso;Leg. VII;05/04/2000;02/04/2004;N
José Luis;Ayllón Manso;Leg. VIII;02/04/2004;01/04/2008;N
José Luis;Ayllón Manso;Leg. IX;01/04/2008;13/12/2011;N
José Luis;Ayllón Manso;Leg. X;13/12/2011;13/01/2016;N
José Luis;Ayllón Manso;Leg. XI;13/01/2016;19/07/2016;N
José Luis;Ayllón Manso;Leg. XII;19/07/2016;21/05/2019;N
Carlos Ignacio;Aymerich Cano;Leg. VII;05/04/2000;02/04/2004;N
Joseba M.;Azkárraga Rodero;Leg. I;23/03/1979;18/11/1982;N
Joseba M.;Azkárraga Rodero;Leg. III;15/07/1986;21/11/1989;N
Joseba M.;Azkárraga Rodero;Leg. IV;21/11/1989;29/06/1993;N
José María;Aznar López;Leg. II;18/11/1982;15/07/1986;N
José María;Aznar López;Leg. III;15/07/1986;21/11/1989;N
José María;Aznar López;Leg. IV;21/11/1989;29/06/1993;N
José María;Aznar López;Leg. V;29/06/1993;27/03/1996;N
José María;Aznar López;Leg. VI;27/03/1996;05/04/2000;N
José María;Aznar López;Leg. VII;05/04/2000;02/04/2004;N
Lázaro;Azorín Salar;Leg. XIV;03/12/2019;17/08/2023;N
Lázaro;Azorín Salar;Leg. XV;17/08/2023;;S
Juan  Pascual;Azorín Soriano;Leg. VI;27/03/1996;05/04/2000;N
Pedro María;Azpiazu Uriarte;Leg. VII;05/04/2000;02/04/2004;N
Pedro María;Azpiazu Uriarte;Leg. VIII;02/04/2004;01/04/2008;N
Pedro María;Azpiazu Uriarte;Leg. IX;01/04/2008;13/12/2011;N
Pedro María;Azpiazu Uriarte;Leg. X;13/12/2011;13/01/2016;N
Pedro María;Azpiazu Uriarte;Leg. XI;13/01/2016;19/07/2016;N
Pedro María;Azpiazu Uriarte;Leg. XII;19/07/2016;21/05/2019;N
José Eugenio;Azpiroz Villar;Leg. V;29/06/1993;27/03/1996;N
José Eugenio;Azpiroz Villar;Leg. VI;27/03/1996;05/04/2000;N
José Eugenio;Azpiroz Villar;Leg. VII;05/04/2000;02/04/2004;N
José Eugenio;Azpiroz Villar;Leg. VIII;02/04/2004;01/04/2008;N
José Eugenio;Azpiroz Villar;Leg. IX;01/04/2008;13/12/2011;N
José Eugenio;Azpiroz Villar;Leg. X;13/12/2011;13/01/2016;N
José Angel;Azuara Carod;Leg. VI;27/03/1996;05/04/2000;N
Josefa;Babiano López;Leg. VI;27/03/1996;05/04/2000;N
Eloi;Badia Casas;Leg. XV;17/08/2023;;S
María del Mar;Baena Azuaga;Leg. X;13/12/2011;13/01/2016;N
Felipe;Baeza Betancort;Leg. IV;21/11/1989;29/06/1993;N
Alejandro Jesús;Bahillo Fernández;Leg. II;18/11/1982;15/07/1986;N
Alejandro Jesús;Bahillo Fernández;Leg. III;15/07/1986;21/11/1989;N
María Luz;Bajo Prieto;Leg. X;13/12/2011;13/01/2016;N
María Luz;Bajo Prieto;Leg. XI;13/01/2016;19/07/2016;N
María Luz;Bajo Prieto;Leg. XII;19/07/2016;21/05/2019;N
Edmundo;Bal Francés;Leg. XIII;21/05/2019;03/12/2019;N
Edmundo;Bal Francés;Leg. XIV;03/12/2019;17/08/2023;N
Joan;Baldoví Roda;Leg. X;13/12/2011;13/01/2016;N
Joan;Baldoví Roda;Leg. XI;13/01/2016;19/07/2016;N
Joan;Baldoví Roda;Leg. XII;19/07/2016;21/05/2019;N
Joan;Baldoví Roda;Leg. XIII;21/05/2019;03/12/2019;N
Joan;Baldoví Roda;Leg. XIV;03/12/2019;17/08/2023;N
Santiago;Ballesté i Clofent;Leg. IV;21/11/1989;29/06/1993;N
Àngela;Ballester Muñoz;Leg. XI;13/01/2016;19/07/2016;N
Àngela;Ballester Muñoz;Leg. XII;19/07/2016;21/05/2019;N
Alejandro Francisco;Ballestero de Diego;Leg. VI;27/03/1996;05/04/2000;N
Alejandro Francisco;Ballestero de Diego;Leg. VII;05/04/2000;02/04/2004;N
Alejandro Francisco;Ballestero de Diego;Leg. VIII;02/04/2004;01/04/2008;N
Alejandro Francisco;Ballestero de Diego;Leg. IX;01/04/2008;13/12/2011;N
Enrique;Ballestero Pareja;Leg. I;23/03/1979;18/11/1982;N
Enrique;Ballestero Pareja;Leg. II;18/11/1982;15/07/1986;N
Enrique;Ballestero Pareja;Leg. III;15/07/1986;21/11/1989;N
María Angeles;Ballesteros Belinchón;Leg. V;29/06/1993;27/03/1996;N
María Angeles;Ballesteros Belinchón;Leg. VI;27/03/1996;05/04/2000;N
Rafael;Ballesteros Durán;Leg. Const.;14/07/1977;23/03/1979;N
Rafael;Ballesteros Durán;Leg. I;23/03/1979;18/11/1982;N
Rafael;Ballesteros Durán;Leg. II;18/11/1982;15/07/1986;N
Rafael;Ballesteros Durán;Leg. III;15/07/1986;21/11/1989;N
Rafael;Ballesteros Durán;Leg. IV;21/11/1989;29/06/1993;N
Rafael;Ballesteros Durán;Leg. V;29/06/1993;27/03/1996;N
Atanasio S.;Ballesteros Morcillo;Leg. V;29/06/1993;27/03/1996;N
Atanasio S.;Ballesteros Morcillo;Leg. VI;27/03/1996;05/04/2000;N
Jaime;Ballesteros Pulido;Leg. I;23/03/1979;18/11/1982;N
Anna;Balletbó Puig;Leg. I;23/03/1979;18/11/1982;N
Anna;Balletbó Puig;Leg. II;18/11/1982;15/07/1986;N
Anna;Balletbó Puig;Leg. III;15/07/1986;21/11/1989;N
Anna;Balletbó Puig;Leg. IV;21/11/1989;29/06/1993;N
Anna;Balletbó Puig;Leg. V;29/06/1993;27/03/1996;N
Anna;Balletbó Puig;Leg. VI;27/03/1996;05/04/2000;N
Pere;Baltá i Llopart;Leg. III;15/07/1986;21/11/1989;N
Pere;Baltá i Llopart;Leg. IV;21/11/1989;29/06/1993;N
Pere;Baltá i Llopart;Leg. V;29/06/1993;27/03/1996;N
Francesc;Baltasar Albesa;Leg. IV;21/11/1989;29/06/1993;N
Juan María;Bandrés Molet;Leg. I;23/03/1979;18/11/1982;N
Juan María;Bandrés Molet;Leg. II;18/11/1982;15/07/1986;N
Juan María;Bandrés Molet;Leg. III;15/07/1986;21/11/1989;N
María Luisa;Banzo Amat;Leg. III;15/07/1986;21/11/1989;N
María Fátima;Báñez García;Leg. VII;05/04/2000;02/04/2004;N
María Fátima;Báñez García;Leg. VIII;02/04/2004;01/04/2008;N
María Fátima;Báñez García;Leg. IX;01/04/2008;13/12/2011;N
María Fátima;Báñez García;Leg. X;13/12/2011;13/01/2016;N
María Fátima;Báñez García;Leg. XI;13/01/2016;19/07/2016;N
María Fátima;Báñez García;Leg. XII;19/07/2016;21/05/2019;N
Alfonso;Bañón Seijas;Leg. I;23/03/1979;18/11/1982;N
Carmen;Baños Ruiz;Leg. XII;19/07/2016;21/05/2019;N
Carmen;Baños Ruiz;Leg. XIV;03/12/2019;17/08/2023;N
Inmaculada;Bañuls Ros;Leg. IX;01/04/2008;13/12/2011;N
Rogelio;Baón Ramírez;Leg. IV;21/11/1989;29/06/1993;N
Rogelio;Baón Ramírez;Leg. V;29/06/1993;27/03/1996;N
Rogelio;Baón Ramírez;Leg. VI;27/03/1996;05/04/2000;N
Rogelio;Baón Ramírez;Leg. VII;05/04/2000;02/04/2004;N
Rogelio;Baón Ramírez;Leg. VIII;02/04/2004;01/04/2008;N
José Manuel;Bar Cendón;Leg. IX;01/04/2008;13/12/2011;N
Íñigo;Barandiaran Benito;Leg. XI;13/01/2016;19/07/2016;N
Íñigo;Barandiaran Benito;Leg. XII;19/07/2016;21/05/2019;N
Íñigo;Barandiaran Benito;Leg. XIII;21/05/2019;03/12/2019;N
Íñigo;Barandiaran Benito;Leg. XIV;03/12/2019;17/08/2023;N
Martí;Barberà i Montserrat;Leg. X;13/12/2011;13/01/2016;N
Emilio;Barbón Martínez;Leg. Const.;14/07/1977;23/03/1979;N
Adrián;Barbón Rodríguez;Leg. X;13/12/2011;13/01/2016;N
José Luis;Barceló Rodríguez;Leg. Const.;14/07/1977;23/03/1979;N
Ismael;Bardisa Jordá;Leg. VI;27/03/1996;05/04/2000;N
Ismael;Bardisa Jordá;Leg. VII;05/04/2000;02/04/2004;N
Ismael;Bardisa Jordá;Leg. VIII;02/04/2004;01/04/2008;N
Uxue;Barkos Berruezo;Leg. VIII;02/04/2004;01/04/2008;N
Uxue;Barkos Berruezo;Leg. IX;01/04/2008;13/12/2011;N
Uxue;Barkos Berruezo;Leg. X;13/12/2011;13/01/2016;N
Jaime;Barnola Serra;Leg. I;23/03/1979;18/11/1982;N
Enrique;Barón Crespo;Leg. Const.;14/07/1977;23/03/1979;N
Enrique;Barón Crespo;Leg. I;23/03/1979;18/11/1982;N
Enrique;Barón Crespo;Leg. II;18/11/1982;15/07/1986;N
Enrique;Barón Crespo;Leg. III;15/07/1986;21/11/1989;N
José Manuel;Barquero Vázquez;Leg. IV;21/11/1989;29/06/1993;N
Miguel;Barrachina Ros;Leg. VIII;02/04/2004;01/04/2008;N
Miguel;Barrachina Ros;Leg. IX;01/04/2008;13/12/2011;N
Miguel;Barrachina Ros;Leg. XI;13/01/2016;19/07/2016;N
Miguel;Barrachina Ros;Leg. XII;19/07/2016;21/05/2019;N
Juan Antonio;Barragán Rico;Leg. I;23/03/1979;18/11/1982;N
Juan Antonio;Barragán Rico;Leg. II;18/11/1982;15/07/1986;N
Juan Antonio;Barranco Gallardo;Leg. Const.;14/07/1977;23/03/1979;N
Juan Antonio;Barranco Gallardo;Leg. I;23/03/1979;18/11/1982;N
Juan Antonio;Barranco Gallardo;Leg. II;18/11/1982;15/07/1986;N
Juan Antonio;Barranco Gallardo;Leg. IX;01/04/2008;13/12/2011;N
Leopoldo;Barreda de los Ríos;Leg. X;13/12/2011;13/01/2016;N
Leopoldo;Barreda de los Ríos;Leg. XI;13/01/2016;19/07/2016;N
Leopoldo;Barreda de los Ríos;Leg. XII;19/07/2016;21/05/2019;N
José María;Barreda Fontes;Leg. X;13/12/2011;13/01/2016;N
José María;Barreda Fontes;Leg. XI;13/01/2016;19/07/2016;N
José María;Barreda Fontes;Leg. XII;19/07/2016;21/05/2019;N
Francisco Andrés de la;Barreda Pérez;Leg. VI;27/03/1996;05/04/2000;N
Pilar;Barreiro Álvarez;Leg. IX;01/04/2008;13/12/2011;N
Pilar;Barreiro Álvarez;Leg. X;13/12/2011;13/01/2016;N
Heribert;Barrera Costa;Leg. Const.;14/07/1977;23/03/1979;N
Heribert;Barrera Costa;Leg. I;23/03/1979;18/11/1982;N
Jaime Javier;Barrero López;Leg. II;18/11/1982;15/07/1986;N
Jaime Javier;Barrero López;Leg. III;15/07/1986;21/11/1989;N
Jaime Javier;Barrero López;Leg. IV;21/11/1989;29/06/1993;N
Jaime Javier;Barrero López;Leg. V;29/06/1993;27/03/1996;N
Jaime Javier;Barrero López;Leg. VI;27/03/1996;05/04/2000;N
Jaime Javier;Barrero López;Leg. VII;05/04/2000;02/04/2004;N
Jaime Javier;Barrero López;Leg. VIII;02/04/2004;01/04/2008;N
Jaime Javier;Barrero López;Leg. IX;01/04/2008;13/12/2011;N
Jaime Javier;Barrero López;Leg. X;13/12/2011;13/01/2016;N
Juan Ignacio;Barrero Valverde;Leg. VII;05/04/2000;02/04/2004;N
Carmelo;Barrio Baroja;Leg. XV;17/08/2023;;S
Juan Antonio;Barrio de Penagos;Leg. VIII;02/04/2004;01/04/2008;N
Juan Antonio;Barrio de Penagos;Leg. IX;01/04/2008;13/12/2011;N
José;Barrionuevo Peña;Leg. III;15/07/1986;21/11/1989;N
José;Barrionuevo Peña;Leg. IV;21/11/1989;29/06/1993;N
José;Barrionuevo Peña;Leg. V;29/06/1993;27/03/1996;N
José;Barrionuevo Peña;Leg. VI;27/03/1996;05/04/2000;N
María Bernarda;Barrios Curbelo;Leg. V;29/06/1993;27/03/1996;N
María Bernarda;Barrios Curbelo;Leg. VI;27/03/1996;05/04/2000;N
María Bernarda;Barrios Curbelo;Leg. VII;05/04/2000;02/04/2004;N
José María;Barrios Tejero;Leg. XI;13/01/2016;19/07/2016;N
José María;Barrios Tejero;Leg. XII;19/07/2016;21/05/2019;N
Jesús;Barros Martínez;Leg. V;29/06/1993;27/03/1996;N
Jesús;Barros Martínez;Leg. VI;27/03/1996;05/04/2000;N
José Antonio;Bartolomé Cachón;Leg. XIII;21/05/2019;03/12/2019;N
María Luisa;Bartolomé Núñez;Leg. VI;27/03/1996;05/04/2000;N
Javier;Bas Corugeira;Leg. XIV;03/12/2019;17/08/2023;N
Montserrat;Bassa Coll;Leg. XIII;21/05/2019;03/12/2019;N
Montserrat;Bassa Coll;Leg. XIV;03/12/2019;17/08/2023;N
Montserrat;Bassa Coll;Leg. XV;17/08/2023;;S
Julio;Bassets Rutllant;Leg. IV;21/11/1989;29/06/1993;N
Julio;Bassets Rutllant;Leg. V;29/06/1993;27/03/1996;N
Luis Fernando;Bastarreche Gravalos;Leg. VI;27/03/1996;05/04/2000;N
Elena María;Bastidas Bono;Leg. XI;13/01/2016;19/07/2016;N
Elena María;Bastidas Bono;Leg. XII;19/07/2016;21/05/2019;N
Enric;Bataller i Ruiz;Leg. XI;13/01/2016;19/07/2016;N
Enric;Bataller i Ruiz;Leg. XII;19/07/2016;21/05/2019;N
Meritxell;Batet Lamaña;Leg. VIII;02/04/2004;01/04/2008;N
Meritxell;Batet Lamaña;Leg. IX;01/04/2008;13/12/2011;N
Meritxell;Batet Lamaña;Leg. X;13/12/2011;13/01/2016;N
Meritxell;Batet Lamaña;Leg. XI;13/01/2016;19/07/2016;N
Meritxell;Batet Lamaña;Leg. XII;19/07/2016;21/05/2019;N
Meritxell;Batet Lamaña;Leg. XIII;21/05/2019;03/12/2019;N
Meritxell;Batet Lamaña;Leg. XIV;03/12/2019;17/08/2023;N
Meritxell;Batet Lamaña;Leg. XV;17/08/2023;;S
José María;Batlles Paniagua;Leg. III;15/07/1986;21/11/1989;N
Juan Andrés;Bayón Rolo;Leg. XV;17/08/2023;;S
Bernardo;Bayona Aznar;Leg. VI;27/03/1996;05/04/2000;N
Luis María;Beamonte Mesa;Leg. XV;17/08/2023;;S
José María;Becana Sanahuja;Leg. VIII;02/04/2004;01/04/2008;N
Soledad;Becerril Bustamante;Leg. Const.;14/07/1977;23/03/1979;N
Soledad;Becerril Bustamante;Leg. I;23/03/1979;18/11/1982;N
Soledad;Becerril Bustamante;Leg. IV;21/11/1989;29/06/1993;N
Soledad;Becerril Bustamante;Leg. V;29/06/1993;27/03/1996;N
Soledad;Becerril Bustamante;Leg. VII;05/04/2000;02/04/2004;N
Soledad;Becerril Bustamante;Leg. IX;01/04/2008;13/12/2011;N
Mario;Bedera Bravo;Leg. VIII;02/04/2004;01/04/2008;N
Mario;Bedera Bravo;Leg. X;13/12/2011;13/01/2016;N
Marian;Beitialarrangoitia Lizarralde;Leg. XI;13/01/2016;19/07/2016;N
Marian;Beitialarrangoitia Lizarralde;Leg. XII;19/07/2016;21/05/2019;N
Ferran;Bel Accensi;Leg. XI;13/01/2016;19/07/2016;N
Ferran;Bel Accensi;Leg. XII;19/07/2016;21/05/2019;N
Ferran;Bel Accensi;Leg. XIV;03/12/2019;17/08/2023;N
Germà;Bel i Queralt;Leg. VII;05/04/2000;02/04/2004;N
Ione;Belarra Urteaga;Leg. XI;13/01/2016;19/07/2016;N
Ione;Belarra Urteaga;Leg. XII;19/07/2016;21/05/2019;N
Ione;Belarra Urteaga;Leg. XIII;21/05/2019;03/12/2019;N
Ione;Belarra Urteaga;Leg. XIV;03/12/2019;17/08/2023;N
Ione;Belarra Urteaga;Leg. XV;17/08/2023;;S
Enrique;Belda Pérez-Pedrero;Leg. VII;05/04/2000;02/04/2004;N
Enrique;Belda Pérez-Pedrero;Leg. XV;17/08/2023;;S
Pablo;Bellido Acevedo;Leg. XII;19/07/2016;21/05/2019;N
Juan Alberto;Belloch Julbe;Leg. VI;27/03/1996;05/04/2000;N
Rafael Benigno;Belmonte Gómez;Leg. XV;17/08/2023;;S
José Ramón;Beloki Guerra;Leg. VIII;02/04/2004;01/04/2008;N
José Ramón;Beloki Guerra;Leg. IX;01/04/2008;13/12/2011;N
Pablo;Beltrán de Heredia y Onís;Leg. II;18/11/1982;15/07/1986;N
Enrique;Beltrán Sanz;Leg. Const.;14/07/1977;23/03/1979;N
Enrique;Beltrán Sanz;Leg. II;18/11/1982;15/07/1986;N
Ana María;Beltrán Villalba;Leg. XIII;21/05/2019;03/12/2019;N
Ana María;Beltrán Villalba;Leg. XIV;03/12/2019;17/08/2023;N
Elías;Bendodo Benasayag;Leg. XV;17/08/2023;;S
José María;Benegas Haddad;Leg. Const.;14/07/1977;23/03/1979;N
José María;Benegas Haddad;Leg. I;23/03/1979;18/11/1982;N
José María;Benegas Haddad;Leg. II;18/11/1982;15/07/1986;N
José María;Benegas Haddad;Leg. IV;21/11/1989;29/06/1993;N
José María;Benegas Haddad;Leg. V;29/06/1993;27/03/1996;N
José María;Benegas Haddad;Leg. VI;27/03/1996;05/04/2000;N
José María;Benegas Haddad;Leg. VII;05/04/2000;02/04/2004;N
José María;Benegas Haddad;Leg. VIII;02/04/2004;01/04/2008;N
José María;Benegas Haddad;Leg. IX;01/04/2008;13/12/2011;N
José María;Benegas Haddad;Leg. X;13/12/2011;13/01/2016;N
José María;Beneyto Pérez;Leg. X;13/12/2011;13/01/2016;N
Felipe Santiago;Benítez Barrueco;Leg. II;18/11/1982;15/07/1986;N
Felipe Santiago;Benítez Barrueco;Leg. III;15/07/1986;21/11/1989;N
Felipe Santiago;Benítez Barrueco;Leg. IV;21/11/1989;29/06/1993;N
Manuel;Benítez Rufo;Leg. Const.;14/07/1977;23/03/1979;N
Ernest;Benito Serra;Leg. VIII;02/04/2004;01/04/2008;N
Raimundo;Benzal Román;Leg. VIII;02/04/2004;01/04/2008;N
Fernando;Benzo Mestre;Leg. Const.;14/07/1977;23/03/1979;N
Luis;Berenguer Fuster;Leg. I;23/03/1979;18/11/1982;N
Luis;Berenguer Fuster;Leg. II;18/11/1982;15/07/1986;N
Luis;Berenguer Fuster;Leg. III;15/07/1986;21/11/1989;N
Luis;Berenguer Fuster;Leg. IV;21/11/1989;29/06/1993;N
Luis;Berenguer Fuster;Leg. V;29/06/1993;27/03/1996;N
Fernando;Bergasa Perdomo;Leg. Const.;14/07/1977;23/03/1979;N
Fernando;Bergasa Perdomo;Leg. I;23/03/1979;18/11/1982;N
Oscar;Bergasa Perdomo;Leg. IV;21/11/1989;29/06/1993;N
Laura;Berja Vega;Leg. XIII;21/05/2019;03/12/2019;N
Laura;Berja Vega;Leg. XIV;03/12/2019;17/08/2023;N
José Luis;Bermejo Fernández;Leg. VII;05/04/2000;02/04/2004;N
José Luis;Bermejo Fernández;Leg. VIII;02/04/2004;01/04/2008;N
Manuel;Bermejo Hernández;Leg. Const.;14/07/1977;23/03/1979;N
Manuel;Bermejo Hernández;Leg. I;23/03/1979;18/11/1982;N
José Antonio;Bermúdez Alonso;Leg. VI;27/03/1996;05/04/2000;N
José Antonio;Bermúdez de Castro Fernández;Leg. VI;27/03/1996;05/04/2000;N
José Antonio;Bermúdez de Castro Fernández;Leg. VII;05/04/2000;02/04/2004;N
José Antonio;Bermúdez de Castro Fernández;Leg. VIII;02/04/2004;01/04/2008;N
José Antonio;Bermúdez de Castro Fernández;Leg. IX;01/04/2008;13/12/2011;N
José Antonio;Bermúdez de Castro Fernández;Leg. X;13/12/2011;13/01/2016;N
José Antonio;Bermúdez de Castro Fernández;Leg. XI;13/01/2016;19/07/2016;N
José Antonio;Bermúdez de Castro Fernández;Leg. XII;19/07/2016;21/05/2019;N
José Antonio;Bermúdez de Castro Fernández;Leg. XIII;21/05/2019;03/12/2019;N
José Antonio;Bermúdez de Castro Fernández;Leg. XIV;03/12/2019;17/08/2023;N
José Antonio;Bermúdez de Castro Fernández;Leg. XV;17/08/2023;;S
Francisco Martín;Bernabé Pérez;Leg. XII;19/07/2016;21/05/2019;N
José Guillermo;Bernabeu Pastor;Leg. IX;01/04/2008;13/12/2011;N
